rssd9001,quarter_end,n_loans,total_amount,mean_spread
167565,2012-12-31,123,7358.5470,264.1217
167565,2013-03-31,69,4709.2988,246.7361
167565,2013-06-30,124,9972.7735,244.3299
167565,2013-09-30,105,6159.3017,218.9083
167565,2013-12-31,71,4940.4671,220.5047
167565,2014-03-31,62,3971.8973,217.1998
167565,2014-06-30,93,5390.4062,206.7221
167565,2014-09-30,91,6906.1017,210.8175
167565,2014-12-31,108,10985.9277,192.7969
167565,2015-03-31,91,8039.0161,207.4498
167565,2015-06-30,99,8438.0063,203.1917
167565,2015-09-30,103,11424.7957,190.7356
167565,2015-12-31,123,15818.0060,190.9051
167565,2016-03-31,97,7161.7766,210.0278
167565,2016-06-30,99,8873.9777,206.1724
167565,2016-09-30,60,6577.9969,224.3608
167565,2016-12-31,62,6489.3853,209.8887
167565,2017-03-31,42,3470.2730,217.6363
167565,2017-06-30,27,3941.9086,208.8388
167565,2017-09-30,26,3572.2877,200.1729
167565,2017-12-31,15,1527.6260,203.1272
167565,2018-03-31,14,10152.6400,198.0051
167565,2018-06-30,28,7676.0810,187.5405
167565,2018-09-30,34,4198.7500,194.2067
167565,2018-12-31,35,4426.2075,192.3762
167565,2019-03-31,25,3385.4546,192.0752
167565,2019-06-30,24,2248.6670,177.7405
167565,2019-09-30,25,2006.1125,181.4279
167565,2019-12-31,50,5362.1189,181.9062
167565,2020-03-31,29,4360.0220,185.9218
167565,2020-06-30,17,1665.5425,197.9851
167565,2020-09-30,19,2995.5970,234.3609
167565,2020-12-31,17,1998.6045,222.1509
167565,2021-03-31,24,3275.3365,207.7847
167565,2021-06-30,54,6514.8413,177.8847
167565,2021-09-30,46,5138.7880,181.3080
167565,2021-12-31,36,5214.6195,200.0255
167565,2022-03-31,29,3669.7928,199.3332
167565,2022-06-30,36,4419.2726,184.2695
167565,2022-09-30,41,5102.3985,182.8849
167565,2022-12-31,34,4238.6400,193.1508
167565,2023-03-31,26,3407.0466,202.6502
167565,2023-06-30,32,2274.5465,217.1264
167565,2023-09-30,24,2817.5975,236.7983
167565,2023-12-31,21,2075.1447,231.7454
167565,2024-03-31,29,2940.5678,236.9738
167565,2024-06-30,25,2780.1065,225.7927
167565,2024-09-30,55,6386.6624,236.2056
167565,2024-12-31,95,7110.0293,231.4420
167565,2025-03-31,75,7729.8973,221.5457
167565,2025-06-30,124,13206.8943,203.2175
167565,2025-09-30,86,8393.1097,224.5105
167565,2025-12-31,78,11426.7861,213.9428
197478,2010-03-31,3,40.0003,275.0000
197478,2010-06-30,2,26.0004,237.5000
197478,2010-09-30,4,38.0002,332.5000
197478,2010-12-31,13,77.9710,345.3704
197478,2011-03-31,4,29.7692,275.0000
197478,2011-06-30,2,10.0065,334.6429
197478,2011-09-30,0,0.0000,566.6667
197478,2011-12-31,0,0.0000,450.0000
197478,2012-03-31,0,0.0000,341.6667
197478,2012-06-30,0,0.0000,425.0000
197478,2012-09-30,3,65.0000,508.3333
197478,2012-12-31,1,22.0000,312.5000
197478,2013-03-31,2,9.5037,304.1071
197478,2013-06-30,3,57.6202,295.0000
197478,2013-09-30,2,19.6755,288.8889
197478,2013-12-31,1,24.9900,316.6667
197478,2014-03-31,0,0.0000,350.0000
197478,2014-06-30,2,19.9805,319.3750
197478,2014-09-30,0,0.0000,335.7143
197478,2014-12-31,1,16.3149,295.8333
197478,2015-03-31,3,89.9950,258.3333
197478,2015-06-30,6,91.8182,254.7500
197478,2015-09-30,6,59.0182,271.6667
